title;inn;address;supervisor;phone
"ООО ""ГалеонТехно""";6143083937;192007, Санкт-Петербург г, муниципальный округ Волковское, Прилукская ул, дом 21-23, литер А, офис 11;Джурмат Арноби;79011114441
"ООО ""АВТОКОМ АРЕНДА""";7811258300;192007, Санкт-Петербург г, муниципальный округ Волковское, Прилукская ул, дом 21-23, литер А, офис 11;Филипп Тревор;79011114453
"ООО ""ЗНАНИЕ ПРО""";6143088484;192012, Санкт-Петербург г, 2-Й Рабфаковский пер, дом № 20, квартира 26;Константин Егоров;79011114465
"ООО ""СТО Дукато сервис""";7839035624;192012, Санкт-Петербург г, 2-Й Рабфаковский пер, дом № 20, квартира 26;Дмитрий Лапин;79011114477
"ООО ""Чистая Компания Северо-Запада""";7813561284;192012, Санкт-Петербург г, Обуховской Обороны пр-кт, дом № 112, корпус 2, литера И, офис 329;Джурмат Арноби;79011114489
"ООО ""Солюшн Принт""";7806486149;192012, Санкт-Петербург г, Обуховской Обороны пр-кт, дом № 112, корпус 2, литера И, офис 329;Константин Егоров;79011114501
"ООО ""БалтСтройПроект""";7816480379;192012, Санкт-Петербург г, Обуховской Обороны пр-кт, дом № 112, корпус 2, литера И, офис 329;Дмитрий Лапин;79011114513
"ООО ""Строительные материалы""";6143073417;192012, Санкт-Петербург г, Обуховской обороны пр-кт, дом № 271, лит.А;Джурмат Арноби;79011114525
"ЗАО ""ОЛДИ ЛТД""";7719044994;192019, Санкт-Петербург г, Книпович ул, дом № 12;Филипп Тревор;79011114537
"ЧОУ ДПО ""Знание Про в городе Волгодонске""";6143084955;192029, Санкт-Петербург г, Обуховской обороны пр-кт, дом № 76, корпус м;Константин Егоров;79011114549
"ООО ""С78""";7806242777;192029, Санкт-Петербург г, Ольминского ул, дом № 12, корпус Лит. А, квартира Пом. 1-Н;Дмитрий Лапин;79011114561
"ООО ""СТС""";6125029302;192029, Санкт-Петербург г, Ольминского ул, дом № 12, корпус Лит. А, квартира Пом. 1-Н;Джурмат Арноби;79011114573
"ООО ""Импекс""";9729127234;192102, Санкт-Петербург г, Бухарестская ул, дом № 6;Константин Егоров;79011114585
"Общество с ограниченной ответственностью ""Эльбрус""";7813253579;192102, Санкт-Петербург г, Бухарестская ул, дом № 6;Дмитрий Лапин;79011114597
"ООО ""ТАГАП""";7811583363;192177, Санкт-Петербург г, Шлиссельбургский пр-кт, дом № 17, корпус 1, литА;Джурмат Арноби;79011114609
"ООО ""Филанко Санкт-Петербург""";7838492138;192177, Санкт-Петербург г, Шлиссельбургский пр-кт, дом № 17, корпус 1, литА;Филипп Тревор;79011114621
"ПАО ""Приаргунское производственное горно-химическое объединение""";7530000048;192236, Санкт-Петербург г, Софийская ул, дом № 14, литер А, корпус 5;Константин Егоров;79011114633
"ООО ""ТД ""ЭНЕРГЕТИКА""";3662203576;192236, Санкт-Петербург г, Софийская ул, дом № 14, литер А, корпус 5;Дмитрий Лапин;79011114645
"ООО ""Снабстрой""";7841054279;192283, Санкт-Петербург г, Олеко Дундича ул, дом № 20, корпус А, квартира Офис 8-Н;Джурмат Арноби;79011114657
"ООО ""ЮрПласт""";3651008076;192283, Санкт-Петербург г, Олеко Дундича ул, дом № 20, корпус А, квартира Офис 8-Н;Константин Егоров;79011114669
"ООО ""Аттенсиб""";5402003730;192288, Санкт-Петербург г, Бухарестская ул, дом № 118, корпус 1, квартира А, помещение 67Н;Дмитрий Лапин;79011114681
"ООО ""ИК Газавтоматика""";7801508230;192288, Санкт-Петербург г, Бухарестская ул, дом № 118, корпус 1, квартира А, помещение 67Н;Джурмат Арноби;79011114693
"ООО ""СИТИЭНЕРГОРЕНТ""";7813228798;192288, Санкт-Петербург г, Бухарестская ул, дом № 118, корпус 1, квартира А, помещение 67Н;Филипп Тревор;79011114705
"ООО ""К2""";7810421916;192288, Санкт-Петербург г, Софийская ул, дом № 96;Константин Егоров;79011114717
"ООО ""Кас""";7811587706;194044, Санкт-Петербург г, Большой Сампсониевский пр-кт, дом № 42, литера Б, офис 406;Дмитрий Лапин;79011114729
"ООО ""Дзамбала""";7811170359;194044, Санкт-Петербург г, Большой Сампсониевский пр-кт, дом № 42, литера Б, офис 406;Джурмат Арноби;79011114741
ТД ЦСК ОБЩЕСТРОЙ;1001283226;194044, Санкт-Петербург г, Большой Сампсониевский пр-кт, дом № 42, литера Б, офис 406;Константин Егоров;79011114753
"ООО ""Ситилинк""";7718979307;194100, г.Санкт-Петербург, ул. Харченко, д. 2/12, Лит. А, пом. 1 Н.;Дмитрий Лапин;79011114765
"ООО ""Прогресс""";7813258979;194100, г.Санкт-Петербург, ул. Харченко, д. 2/12, Лит. А, пом. 1 Н.;Джурмат Арноби;79011114777
"ООО ""Петротранспорт""";1001302133;194100, Санкт-Петербург г, Большой Сампсониевский пр-кт, дом № 68;Филипп Тревор;79011114789
"ООО ""Кворум""";1001144906;194156, Санкт-Петербург г, Сампсониевский Б. пр-кт, дом № 93;Константин Егоров;79011114801
"ООО ""Лазермастер""";7826176071;194156, Санкт-Петербург г, Сампсониевский Б. пр-кт, дом № 93;Дмитрий Лапин;79011114813
"ООО ""КОННЕКТ ЦЕНТР""";5047167445;194214, Санкт-Петербург г, Тореза пр-кт, дом № 95, помещение 8Н;Джурмат Арноби;79011114825
"ООО ""АВТО ПРОФИ""";7802849761;194214, Санкт-Петербург г, Тореза пр-кт, дом № 95, помещение 8Н;Константин Егоров;79011114837
"ООО ""ЮниксПроф""";7806539619;194214, Санкт-Петербург г, Энгельса пр-кт, дом № 97, корпус А, квартира 22Н;Дмитрий Лапин;79011114849
"ООО ""Техноавиа-Воронеж""";3662143711;194214, Санкт-Петербург г, Энгельса пр-кт, дом № 97, корпус А, квартира 22Н;Джурмат Арноби;79011114861
"ООО ""Фирма ""СЕВЗАПМЕТАЛЛ""";7825348232;195000, Московский пр-т, дом № 151;Филипп Тревор;79011114873
"ООО ""Ресурсы""";7816630458;195000, Московский пр-т, дом № 151;Константин Егоров;79011114885
"ООО ""Блок-Модуль""";6155076758;195000, Московский пр-т, дом № 151;Дмитрий Лапин;79011114897
"ООО ""Ассоциация Менеджеров""";3661040960;195027, Санкт-Петербург г, Партизанская ул, дом № Дом 3, корпус Литер А, квартира Помещение 8Н, Часть №3, №4;Джурмат Арноби;79011114909
"ООО ""Строймашсервис-Воронеж""";3665104799;195027, Санкт-Петербург г, Партизанская ул, дом № Дом 3, корпус Литер А, квартира Помещение 8Н, Часть №3, №4;Константин Егоров;79011114921
"ООО ""МеталлМаркет""";3651007153;195112, Санкт-Петербург г, Малоохтинский пр-кт, дом № 68 лит.А, пом.14Н;Дмитрий Лапин;79011114933
"ООО ""АКД""";7816584586;195112, Санкт-Петербург г, Малоохтинский пр-кт, дом № 68 лит.А, пом.14Н;Джурмат Арноби;79011114945
"ООО ""Пенетрон-Дон""";6167074000;195197, Санкт-Петербург г, Минеральная ул, дом № 13, литера А;Филипп Тревор;79011114957
"АО ""ТЭЗИЗ""";7810071108;195220, Санкт-Петербург г, Гжатская ул, дом № 21, корпус 1;Константин Егоров;79011114969
"ООО ""Дом Воды""";3662188737;195220, Санкт-Петербург г, Гжатская ул, дом № 21, корпус 1;Дмитрий Лапин;79011114981
"ООО ""Данко""";6163104896;195220, Санкт-Петербург г, Гжатская ул, дом № 21, корпус 1;Джурмат Арноби;79011114993
"ООО ТСК ""АЛЬФА СТРОЙ""";3663104793;195220, Санкт-Петербург г, Гжатская ул, дом № 21, корпус А;Константин Егоров;79011115005
"ООО ""Старбилд""";3665110471;195220, Санкт-Петербург г, Гжатская ул, дом № 21, корпус А;Дмитрий Лапин;79011115017
"ООО ""ПЭК""";7721823853;195253 , г. Санкт-Петербург, ул.Маршала Тухачевского, д.13 , оф.1-Н;Джурмат Арноби;79011115029
"ООО ""Кей""";7825354444;195253 , г. Санкт-Петербург, ул.Маршала Тухачевского, д.13 , оф.1-Н;Филипп Тревор;79011115041
"Макрорегиональный филиал ""Северо-Запад"" ПАО ""Ростелеком""";7707049388;195253, Санкт-Петербург г, Маршала Тухачевского ул, дом № 13, литера А, помещение 1-Н;Константин Егоров;79011115053
"ООО ""Софтмагазин Трейд""";7704771122;195253, Санкт-Петербург г, Маршала Тухачевского ул, дом № 13, литера А, помещение 1-Н;Дмитрий Лапин;79011115065
"ООО ""ЛУКОЙЛ-Интер-Кард""";3444197347;195253, Санкт-Петербург г, Маршала Тухачевского ул, дом № 13, литера А, помещение 1-Н;Джурмат Арноби;79011115077
"ООО ""Ультра""";7723470427;195271, Санкт-Петербург г, Мечникова пр-кт, дом № 10, литера А, помещение 5-Н;Константин Егоров;79011115089
"Общество с ограниченной ответственностью ""Астра-холл"" ";7810497457;195271, Санкт-Петербург г, Мечникова пр-кт, дом № 10, литера А, помещение 5-Н;Дмитрий Лапин;79011115101
"АО ""ПФ ""СКБ Контур""";6663003127;195274, г.Санкт-Петербург, пр.Луночарского, д.84, корп.3, кв.166;Джурмат Арноби;79011115113
"ООО ""ЛексЛайн""";7804479386;195297, Санкт-Петербург г, Светлановский пр-кт, дом № 113. лит.А, пом.19-Н;Филипп Тревор;79011115125
"ООО ""МВМ""";7707548740;196006, Санкт-Петербург г, Цветочная ул, дом № 18, литер А, помещение 2-Н(413);Дмитрий Лапин;79011115149
"ООО ""ТОРГ-АКТИВ""";7704876100;196084, Санкт-Петербург г, Лиговский пр-кт, дом № 256;Джурмат Арноби;79011115161
"ООО ""Мир ворот""";7802587717;196084, Санкт-Петербург г, Лиговский пр-кт, дом № 256;Константин Егоров;79011115173
"ООО ""Стройторговля""";4703148343;196084, Санкт-Петербург г, Московский пр-кт, дом № 91, литера А, помещение 10Н;Дмитрий Лапин;79011115185
"ООО ""Ингибит""";7811655723;196084, Санкт-Петербург г, Московский пр-кт, дом № 91, литера А, помещение 10Н;Джурмат Арноби;79011115197
"ООО ""Стройхолдинг""";1001332699;196084, Санкт-Петербург г, Цветочная ул, дом № 6 лит.У;Филипп Тревор;79011115209
"ООО ""Липецк Восток Сервис""";4826107770;196084, Санкт-Петербург г, Цветочная ул, дом № 6 лит.У;Константин Егоров;79011115221
"ООО ""Велма""";4825124460;196105, Санкт-Петербург г, Благодатная ул, дом № 28, пом.13Н;Дмитрий Лапин;79011115233
"ООО ""Корунд""";1001308960;196128, Санкт-Петербург г, Кузнецовская ул, дом № 11, пом.31Н;Джурмат Арноби;79011115245
"ООО ""220 Липецк""";4825130760;196128, Санкт-Петербург г, Кузнецовская ул, дом № 19;Константин Егоров;79011115257
"Акционерное общество ""Восток-Спец-Сервис""";3666106020;196135, Санкт-Петербург г, Бассейная ул, дом № 53-394;Дмитрий Лапин;79011115269
"ООО ""ПРОМТЕК СМТ""";5249143983;196135, Санкт-Петербург г, Лиговский пр-кт, дом № 266, корпус В, квартира 2.10;Джурмат Арноби;79011115281
"Общество с ограниченной ответственностью Микрокредитная компания ""Частный кредит""";7802748442;196135, Санкт-Петербург г, Лиговский пр-кт, дом № 266, корпус В, квартира 2.10;Филипп Тревор;79011115293
"ООО ""СТРОЙДОМ""";6027176161;196135, Санкт-Петербург г, Лиговский пр-кт, дом № 266, корпус В, квартира 2.10;Константин Егоров;79011115305
"ЗАО ""ИПК ""Северный Вал""";7813360010;196211, г. Санкт-Петербург, пр.Космонавтов д.37-850;Дмитрий Лапин;79011115317
"ООО ""ТД ""ЦОТ""";7838043439;196240, Санкт-Петербург г, Предпортовая ул, дом № 4, корпус Д;Джурмат Арноби;79011115329
"ООО ""ППР""";7743036465;196240, Санкт-Петербург г, Предпортовая ул, дом № 4, корпус Д;Константин Егоров;79011115341
"ООО ""Плитстройторг""";3662061226;196240, Санкт-Петербург г, Предпортовая ул, дом № 4, корпус Д;Дмитрий Лапин;79011115353
"ООО ""ПТКС""";7811626874;197101, Санкт-Петербург г, Большая Пушкарская ул, дом № 39, литера А, помещение 8-Н, офис 1;Джурмат Арноби;79011115365
"ООО ""СТАЛЬ ИНВЕСТ""";7806296959;197101, Санкт-Петербург г, Мира ул, дом № 28, квартира 27;Филипп Тревор;79011115377
ФГБУЗ КБ № 33 ФМБА;3651001578;197101, Санкт-Петербург г, Мира ул, дом № 28, квартира 27;Константин Егоров;79011115389
"ООО ""БАЙКАЛ-СЕРВИС ВОРОНЕЖ""";3664129374;197101, Санкт-Петербург г, Чапаева ул, дом № 15, корпус Лит. А;Дмитрий Лапин;79011115401
"ООО ""Нововоронежская АЭС-Авто""";3651008478;197110, Санкт-Петербург г, Глухая Зеленина ул, дом № 2, литера А, помещение 15Н;Джурмат Арноби;79011115413
"ООО ""Нововоронежская типография""";3651009295;197110, Санкт-Петербург г, Глухая Зеленина ул, дом № 2, литера А, помещение 15Н;Константин Егоров;79011115425
"ООО ""МастерОК""";3651008862;197183, Санкт-Петербург г, Полевая Сабировская ул, дом № 3, корпус А;Дмитрий Лапин;79011115437
"ООО ""ТД ""ЭЛЕКТРОТЕХМОНТАЖ""";7804526950;197183, Санкт-Петербург г, Полевая Сабировская ул, дом № 3, корпус А;Джурмат Арноби;79011115449
"ООО ""ЛЕРУА МЕРЛЕН ВОСТОК""";5029069967;197183, Санкт-Петербург г, Сестрорецкая ул, дом № 8, литера А;Филипп Тревор;79011115461
"ООО ""ДНС РИТЕЙЛ""";2540167061;197183, Санкт-Петербург г, Сестрорецкая ул, дом № 8, литера А;Константин Егоров;79011115473
"ООО ""КОМУС""";7721793895;197198, Российская Федерация, г. Санкт-Петербург, пр. Добролюбова д.16 корп.2, лит. А;Дмитрий Лапин;79011115485
"ООО ТПК ""СТРОЙМАШСЕРВИС""";3665149447;197198, Санкт-Петербург г, Добролюбова пр-кт, дом № 16, литер 2А, помещение 54Н;Джурмат Арноби;79011115497
"ЧОУ ДПО ""УЦ ""АКАДЕМИЯ БЕЗОПАСНОСТИ""";3701995085;197227, Санкт-Петербург г, Комендантский пр-кт, дом № 12, корпус 1, кв.173;Константин Егоров;79011115509
"ООО ""СП-ТЕХНИКА""";7811710565;197227, Санкт-Петербург г, Комендантский пр-кт, дом № 4, корпус А, квартира 520;Дмитрий Лапин;79011115521
"ООО ПО ""ЦЕНТР-ПОЛИМЕР""";3663131437;197227, Санкт-Петербург г, Комендантский пр-кт, дом № 4, корпус А, квартира 520;Филипп Тревор;79011115545
"ООО ""Окна-Строй""";7841479190;197227, Санкт-Петербург г, Сизова пр-кт, дом № 2, корпус А;Константин Егоров;79011115557
"АО ""ТЭК-Торг""";7704824695;197227, Санкт-Петербург г, Сизова пр-кт, дом № 2, корпус А;Дмитрий Лапин;79011115569
"Акционерное общество ""АтомКапитал""";7706792008;197227, Санкт-Петербург г, Сизова пр-кт, дом № 2, корпус А;Джурмат Арноби;79011115581
"ООО ""АРМАДА ПМ""";4704104250;197342, Санкт-Петербург г, Белоостровская ул, дом № 22;Константин Егоров;79011115593
"ООО ""РУСЭЛПРОМ. ЭЛЕКТРИЧЕСКИЕ МАШИНЫ""";9729066278;197342, Санкт-Петербург г, Белоостровская ул, дом № 22;Дмитрий Лапин;79011115605
"АНО ДПО ""ЕЦПК""";7810436920;197342, Санкт-Петербург г, Красногвардейский пер, дом № 23, литера Ф;Джурмат Арноби;79011115617
"ООО ""Догма""";7810744297;197342, Санкт-Петербург г, Торжковская ул, дом № 5;Филипп Тревор;79011115629
"ЧОУДПО ""СЗЦКЗИ""";7802330983;197348, Санкт-Петербург г, Генерала Хрулёва ул, дом № 8;Константин Егоров;79011115641
"ООО ""Спецкрепеж""";7802766882;197349, Санкт-Петербург г, Автобусная ул, дом № 6, корпус А;Дмитрий Лапин;79011115653
"ООО ""МАСТЕР М""";7724477739;197349, Санкт-Петербург г, Автобусная ул, дом № 6, корпус А;Джурмат Арноби;79011115665
"ООО ""ЭЛИН-ТЕХНО СПб""";7801426234;197349, Санкт-Петербург г, Макулатурный проезд, дом № 5, корпус 3;Константин Егоров;79011115677
"ООО ""ВЕЗЁМВСЕМ""";7839088009;197372, Санкт-Петербург г, Богатырский пр-кт, дом № 32, корпус 1 Литера А, помещение 6-Н;Дмитрий Лапин;79011115689
"ЧОУ ""Центр профессионального развития ""Аскон""";7839290462;197372, Санкт-Петербург г, Богатырский пр-кт, дом № 32, корпус 1 Литера А, помещение 6-Н;Джурмат Арноби;79011115701
"ООО ""1000 мелочей""";4704057890;197375, Санкт-Петербург г, Автобусная ул, дом № 3, лит А, пом.1Н;Филипп Тревор;79011115713
СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО РОСБАНК;7730060164;198095, Санкт-Петербург г, Михайловский пер, дом № 7А, литера А, помещение 4-Н;Константин Егоров;79011115725
"ООО ""Кран-эксперт""";7816643048;198095, Санкт-Петербург г, Михайловский пер, дом № 7А, литера А, помещение 4-Н;Дмитрий Лапин;79011115737
"ООО ""АртПро""";7841073715;198095, Санкт-Петербург г, Михайловский пер, дом № 7А, литера А, помещение 4-Н;Джурмат Арноби;79011115749
"ООО ""БЕНЗОЛИДЕР""";7804582785;198095, СПб, ул. Швецова, д. 19, лит. А, пом. 12-Н;Константин Егоров;79011115761
"ООО ""Карамель""";7805731863;198095, СПб, ул. Швецова, д. 19, лит. А, пом. 12-Н;Дмитрий Лапин;79011115773
"ООО ""ПК""";4704082166;198152, Санкт-Петербург г, Автовская ул, дом № Дом 16, корпус Корпус Литер А;Джурмат Арноби;79011115785
"ООО ""Клевер""";7839103793;198152, Санкт-Петербург г, Автовская ул, дом № Дом 16, корпус Корпус Литер А;Филипп Тревор;79011115797
"АО ""ВЕ-ЛАБ""";7724921425;198152, Санкт-Петербург г, Автовская ул, дом № Дом 16, корпус Корпус Литер А;Константин Егоров;79011115809
"ООО ""РЕЗОЛЮТ""";7802647300;198188, Российская Федерация, г. Санкт-Петербург, ул. Броневая, д.6 литера Б;Дмитрий Лапин;79011115821
"ООО ""Кронверк сервис""";7816195830;198206, Санкт-Петербург г, Петергофское ш, дом № 73, литера У, офис 405-1;Джурмат Арноби;79011115833
"ООО ""Контур""";7820308701;198206, Санкт-Петербург г, Петергофское ш, дом № 73, литера У, офис 405-1;Константин Егоров;79011115845
"ООО ""СТРОЙМАСТЕР""";6027189361;198215, Санкт-Петербург г, Новаторов б-р, дом № 94;Дмитрий Лапин;79011115857
"ООО ""КРАСМЕХАНИКА""";7805727289;198216, Санкт-Петербург г, Ленинский пр-кт, дом № 140, литера А, помещение 17Н;Джурмат Арноби;79011115869
"ООО ""Прямые руки""";7816319355;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 26/16, помещение 38-Н, офис 1;Константин Егоров;79011115893
"ООО ""Деловые линии""";7826156685;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 26/16, помещение 38-Н, офис 1;Дмитрий Лапин;79011115905
"ООО ""Тендент""";7814302050;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 26/16, помещение 38-Н, офис 1;Джурмат Арноби;79011115917
"ООО ""Пулковская логистическая компания""";7810473590;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 28, корпус 3, квартира 137;Константин Егоров;79011115929
"ООО ""Дорожный ангел""";7816396720;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 28, корпус 3, квартира 137;Дмитрий Лапин;79011115941
"ООО ""МоторХэлс""";6143064740;198320, Санкт-Петербург г, Красное Село г, Свободы ул, дом № 48;Джурмат Арноби;79011115953
"ООО ""Промышленник-Ростов""";6168033173;198320, Санкт-Петербург г, Красное Село г, Свободы ул, дом № 48;Филипп Тревор;79011115965
"ООО ""Быт-строй""";6155080955;198516, Санкт-Петербург г, Петергоф г, Конно-Гренадерская ул, дом № 1, литера А;Дмитрий Лапин;79011115989
"ООО ""НПП Мицар""";7816638224;198516, Санкт-Петербург г, Петергоф г, Конно-Гренадерская ул, дом № 1, литера А;Джурмат Арноби;79011116001
"ООО ""Фастфастенерс""";7802696473;199004, Санкт-Петербург г, 3-я линия В.О., дом № 34, корпус А;Константин Егоров;79011116013
"ООО ""Портативная техника""";7838330803;199004, Санкт-Петербург г, 6-я В.О. линия, дом № 45, литера Б;Дмитрий Лапин;79011116025
"ООО ""Промышленная комплектация""";7453320516;199004, Санкт-Петербург г, 6-я В.О. линия, дом № 45, литера Б;Джурмат Арноби;79011116037
"ООО ТД ""ГАЛЕОН""";5406983520;199004, Санкт-Петербург г, 8-я В.О. линия, дом № 21/29, литера А, помещение 1Н;Филипп Тревор;79011116049
"ООО ""Эдельвейс""";7806316700;199004, Санкт-Петербург г, 8-я В.О. линия, дом № 21/29, литера А, помещение 1Н;Константин Егоров;79011116061
"ООО ""РегионСеверСнаб""";5406587798;199004, Санкт-Петербург г, 8-я В.О. линия, дом № 21/29, литера А, помещение 1Н;Дмитрий Лапин;79011116073
"ООО ""СофтЛайн Интернет Трейд""";7736542069;199106, Санкт-Петербург г, 26-я В.О. линия, дом № 1, корпус 2, литера А, помещение 18-Н, офис 6;Джурмат Арноби;79011116085
"ООО ""ЛЗМ МГ""";7811724832;199106, Санкт-Петербург г, 26-я В.О. линия, дом № 1, корпус 2, литера А, помещение 18-Н, офис 6;Константин Егоров;79011116097
"ООО ""Дон-строй-ком""";6137000731;199106, Санкт-Петербург г, 26-я В.О. линия, дом № 1, корпус 2, литера А, помещение 18-Н, офис 6;Дмитрий Лапин;79011116109
"ООО ""Фрэйм78""";7810769767;199106, Санкт-Петербург, линия Кожевенная, д.34 оф.506;Филипп Тревор;79011116133
"ООО """"А5""";5405503636;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Константин Егоров;79011116145
"ООО ""МСУ-50""";7530009410;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Дмитрий Лапин;79011116157
"ООО ""СнабРент-БГБ""";7814751841;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Джурмат Арноби;79011116169
"ООО ""Сиеста""";7801336206;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Константин Егоров;79011116181
ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА СЕКРЕТАН ТРОЯНОВ ШЕР СА В Г. МОСКВЕ;9909017696;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Дмитрий Лапин;79011116193
"ООО ""ПРОФСТРОЙ""";6027202975;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Джурмат Арноби;79011116205
"ООО ""Мобильные дома""";4632215495;199178, Санкт-Петербург г, 12-Я В.о. линия, дом № 55/20, корпус А, квартира 5Н;Дмитрий Лапин;79011116241
"ООО ""Сертум-Про"" ";6673240328;199178, Санкт-Петербург г, 16-я В.О. линия, дом № 49, литера В, помещение 3-Н, офис 17;Джурмат Арноби;79011116253
"АО ""Ремтехкомплект""";6674120898;199178, Санкт-Петербург г, 16-я В.О. линия, дом № 49, литера В, помещение 3-Н, офис 17;Константин Егоров;79011116265
"ООО ""ТТВ""";7805278097;199178, Санкт-Петербург г, 16-я В.О. линия, дом № 49, литера В, помещение 3-Н, офис 17;Дмитрий Лапин;79011116277
"ООО ""Объект-Воронеж""";3665117237;199406, Санкт-Петербург г, Гаванская ул, дом № 41, квартира 63;Джурмат Арноби;79011116289
"ООО ""ТехноНИКОЛЬ""";3811066336;199406, Санкт-Петербург г, Гаванская ул, дом № 41, квартира 63;Филипп Тревор;79011116301
"ООО ""Центр медиации и переговоров ""М2В""";6316258261;199406, Санкт-Петербург г, Гаванская ул, дом № 41, квартира 63;Константин Егоров;79011116313
"ООО ""Что делать Интеграция""";7842117940;199406, Санкт-Петербург г, Гаванская ул, дом № 48 лит А, пом.3-Н;Дмитрий Лапин;79011116325
"ООО ""БизнесЮрист""";2466275808;199406, Санкт-Петербург г, Гаванская ул, дом № 48 лит А, пом.3-Н;Джурмат Арноби;79011116337
"ООО ""Все насосы""";7811597782;199406, Санкт-Петербург г, Шевченко ул, дом № 29, лит.А, пом.9Н;Константин Егоров;79011116349
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИРЕКЦИЯ ПРОИЗВОДСТВЕННОГО АЛЬПИНИЗМА""";9719021447;300026, Тульская обл, Тула г, Южный 2-й проезд, дом № 11, оф.1;Дмитрий Лапин;79011116361
"ООО ""А Консалт""";7811613297;300026, Тульская обл, Тула г, Южный 2-й проезд, дом № 11, оф.1;Джурмат Арноби;79011116373
"ООО ""ЦЕНТР КОМПЛЕКСНОГО РАЗВИТИЯ ""КРОН""";9725080948;300036, Тульская обл, Тула, Одоевское ш, дом № 67;Филипп Тревор;79011116385
"ООО ""ЮФ ""Логос"" ";7840365634;300036, Тульская обл, Тула, Одоевское ш, дом № 67;Константин Егоров;79011116397
"ООО ""РЦ ОБИ""";7802330824;300600, г.Тула, ул.Тимирязева, дом №99 В;Дмитрий Лапин;79011116409
"СЗОФ ООО ""СК ""Согласие""";7706196090;300600, г.Тула, ул.Тимирязева, дом №99 В;Джурмат Арноби;79011116421
"ООО ""Спринг-Охранные Системы Петербург""";7842334261;301245, Тульская обл, Щекинский р-н, Щекино г, Декабристов ул, дом № 45А;Константин Егоров;79011116433
"Акционерное Общество ""ВЭБ-лизинг""";7709413138;301245, Тульская обл, Щекинский р-н, Щекино г, Декабристов ул, дом № 45А;Дмитрий Лапин;79011116445
"Филиал ПАО СК ""Росгосстрах"" в Москве и Московской области";7707067683;301245, Тульская обл, Щекинский р-н, Щекино г, Декабристов ул, дом № 45А;Джурмат Арноби;79011116457
"ООО ""К-2""";7810448724;302026, г. Орел, пер.Соляной, д.11;Филипп Тревор;79011116469
ООО «Спецстройизоляция»;7806257660;302026, г. Орел, пер.Соляной, д.11;Константин Егоров;79011116481
«Русатом Инфраструктурные решения» (АО «РИР»);7706757331;302029, Орловская обл, Орел, Паровозная, дом № 69, кв.28;Дмитрий Лапин;79011116493
"ЗАО ""Сбербанк - АСТ""";7707308480;302029, Орловская обл, Орел, Паровозная, дом № 69, кв.28;Джурмат Арноби;79011116505
"ПАО ""Совкомбанк""";4401116480;302040, г.Орел, ул.Лескова, д.19;Константин Егоров;79011116517
Государственное бюджетное общеобразовательное учреждение гимназия №402 Колпинского района Санкт-Петербурга;7817033567;302040, г.Орел, ул.Лескова, д.19;Дмитрий Лапин;79011116529
"Ассоциация ""ОСМ""";7841291061;327-84-17;Джурмат Арноби;79011116541
"АНО ДПО ""Учебный комбинат""";7805328990;344090, Ростовская обл, Ростов-на-Дону г, 1-й Машиностроительный пер, дом № 3А, офис 14;Константин Егоров;79011116565
Комитет финансов Санкт-Петербурга (Контрольно-счетная палата Санкт-Петербурга, л/счет 0920000);7838468985;346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьная ул, дом № 48;Дмитрий Лапин;79011116577
"ГУП ВЦКП ""Жилищное хозяйство""";7825402384;346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьная ул, дом № 48;Джурмат Арноби;79011116589
"АО ""Петроэлектросбыт""";7812013775;346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьная ул, дом № 48;Константин Егоров;79011116601
"Комитет финансов Санкт-Петербурга (Санкт-Петербургское государственное казенное учреждение ""Жилищное агентство Калининского района Санкт-Петербурга""";7804070681;347388, Ростовская обл, Волгодонск г, Волгодонск-28, Старое здание дирекции Волгодонской АЭС, помещение 27;Дмитрий Лапин;79011116613
УФК по г.Санкт-Петербургу (Арбитражный суд города Санкт-Петербурга и Ленинградской области, л/сч 05721А90650);7812033997;347388, Ростовская обл, Волгодонск г, Волгодонск-28, Старое здание дирекции Волгодонской АЭС, помещение 27;Джурмат Арноби;79011116625
"ООО ""Центр судебных экспертиз Северо-Западного округа""";7842362188;350911, Россия , г. Краснодар, ул.Трамвайная , дом № 5;Филипп Тревор;79011116637
