contr_id;paym_date;summ;rem
217;2023-01-09;113600,12;аванс
217;2023-01-10;73496,84;аванс
217;2023-02-08;14698,27;по факту
217;2023-02-09;43743,21;по факту
217;2023-02-09;37463,52;по факту
218;2023-01-06;36999,82;аванс
218;2023-01-07;82095,2;аванс
218;2023-02-07;51732,77;по факту
218;2023-03-07;99019,67;по факту
218;2023-01-08;73618,89;по факту
218;2023-01-09;95315,88;аванс
218;2023-01-10;2460,97;аванс
218;2023-02-08;55254;по факту
218;2023-02-09;8240,53;по факту
218;2023-02-09;103197,22;по факту
219;2023-01-06;12231,34;аванс
219;2023-01-07;135804,29;аванс
219;2023-02-07;37032,84;по факту
219;2023-03-07;123476,51;по факту
219;2023-01-08;102394,82;по факту
219;2023-01-09;133831,76;аванс
219;2023-01-10;43383,23;аванс
219;2023-02-08;123532,73;по факту
219;2023-02-09;17613,02;по факту
219;2023-02-09;17132,3;по факту
220;2023-01-06;279,72;аванс
220;2023-01-07;442,78;аванс
220;2023-02-07;61675,6;по факту
220;2023-03-07;11802,69;по факту
220;2023-01-08;67862;по факту
220;2023-01-09;12844,6;аванс
220;2023-01-10;62135,53;аванс
220;2023-02-08;111250,69;по факту
220;2023-02-09;1192;по факту
220;2023-02-09;124365,29;по факту
221;2023-01-06;107479,97;аванс
221;2023-01-07;71588,15;аванс
221;2023-02-07;41077,47;по факту
221;2023-03-07;37772,5;по факту
221;2023-01-08;80750,37;по факту
221;2023-01-09;65326,52;аванс
221;2023-01-10;142779,61;аванс
221;2023-02-08;124431,3;по факту
221;2023-02-09;108568,43;по факту
221;2023-02-09;58004,38;по факту
222;2023-01-06;92539,36;аванс
222;2023-01-07;64138,07;аванс
222;2023-02-07;74567,14;по факту
222;2023-03-07;13855,8;по факту
222;2023-01-08;68924,38;по факту
222;2023-01-09;61752,98;аванс
222;2023-01-10;31874,8;аванс
222;2023-02-08;12552,46;по факту
222;2023-02-09;136547,14;по факту
222;2023-02-09;8510,71;по факту
223;2023-01-06;84284,73;аванс
223;2023-01-07;112023,86;аванс
223;2023-02-07;124320,7;по факту
223;2023-03-07;126714,27;по факту
223;2023-01-08;134204,55;по факту
223;2023-01-09;36071,36;аванс
223;2023-01-10;121612,94;аванс
223;2023-02-08;29472,29;по факту
223;2023-02-09;11235,68;по факту
223;2023-02-09;103448,57;по факту
224;2023-01-06;54475,31;аванс
224;2023-01-07;2855,32;аванс
224;2023-02-07;70589,17;по факту
224;2023-03-07;111310,36;по факту
224;2023-01-08;31132,36;по факту
224;2023-01-09;105890,16;аванс
224;2023-01-10;113578,46;аванс
224;2023-02-08;53410,48;по факту
224;2023-02-09;46648,12;по факту
224;2023-02-09;79464,49;по факту
225;2023-01-06;146355,63;аванс
225;2023-01-07;123790,2;аванс
225;2023-02-07;64667,7;по факту
225;2023-03-07;86237,09;по факту
225;2023-01-08;59445,93;по факту
225;2023-01-09;25569,97;аванс
225;2023-01-10;39224,74;аванс
225;2023-02-08;118347,33;по факту
225;2023-02-09;28852,34;по факту
225;2023-02-09;139350,07;по факту
226;2023-01-06;86017,53;аванс
226;2023-01-07;93634,88;аванс
226;2023-02-07;34696,08;по факту
226;2023-03-07;41613,34;по факту
226;2023-01-08;113992,73;по факту
226;2023-01-09;66472,84;аванс
226;2023-01-10;147428,74;аванс
226;2023-02-08;57197,1;по факту
226;2023-02-09;32270,25;по факту
226;2023-02-09;121965,02;по факту
227;2023-01-06;98999,61;аванс
227;2023-01-07;75792,15;аванс
227;2023-02-07;42500,95;по факту
227;2023-03-07;94113,4;по факту
227;2023-01-08;102262,42;по факту
227;2023-01-09;63387,3;аванс
227;2023-01-10;114666,67;аванс
227;2023-02-08;68288,93;по факту
227;2023-02-09;112071,19;по факту
227;2023-02-09;115484,81;по факту
228;2023-01-06;87182,98;аванс
228;2023-01-07;2787,75;аванс
228;2023-02-07;76946,35;по факту
228;2023-03-07;29598,5;по факту
228;2023-01-08;83450,3;по факту
228;2023-01-09;77634,04;аванс
228;2023-01-10;49865,35;аванс
228;2023-02-08;125943,91;по факту
228;2023-02-09;147557,79;по факту
228;2023-02-09;143637,09;по факту
229;2023-01-06;47719,02;аванс
229;2023-01-07;133002,45;аванс
229;2023-02-07;22018,73;по факту
229;2023-03-07;110815,95;по факту
229;2023-01-08;23240,89;по факту
229;2023-01-09;109419,55;аванс
229;2023-01-10;142772,63;аванс
229;2023-02-08;55658,1;по факту
229;2023-02-09;149207,04;по факту
229;2023-02-09;98931;по факту
230;2023-01-06;104026,09;аванс
230;2023-01-07;125584,36;аванс
230;2023-02-07;38378,23;по факту
230;2023-03-07;76405,83;по факту
230;2023-01-08;121376,33;по факту
230;2023-01-09;84439,74;аванс
230;2023-01-10;16869,3;аванс
230;2023-02-08;32469,13;по факту
230;2023-02-09;58486,24;по факту
230;2023-02-09;124469,78;по факту
231;2023-01-06;93062,09;аванс
231;2023-01-07;83482,83;аванс
231;2023-02-07;140861,31;по факту
231;2023-03-07;87265,43;по факту
231;2023-01-08;83138,11;по факту
231;2023-01-09;43178,32;аванс
231;2023-01-10;80641,53;аванс
231;2023-02-08;139087,51;по факту
231;2023-02-09;139567,74;по факту
231;2023-02-09;112954,91;по факту
232;2023-01-06;147573,95;аванс
232;2023-01-07;85820,73;аванс
232;2023-02-07;128315,81;по факту
232;2023-03-07;142450,61;по факту
232;2023-01-08;124560,39;по факту
232;2023-01-09;4988,08;аванс
232;2023-01-10;105585,85;аванс
232;2023-02-08;50814,53;по факту
232;2023-02-09;17160,21;по факту
232;2023-02-09;124309,17;по факту
233;2023-01-06;99487,9;аванс
233;2023-01-07;54530,44;аванс
233;2023-02-07;138624,8;по факту
233;2023-03-07;149892,73;по факту
233;2023-01-08;145682,09;по факту
233;2023-01-09;37897,35;аванс
233;2023-01-10;85506,95;аванс
233;2023-02-08;39019,17;по факту
233;2023-02-09;15890,44;по факту
233;2023-02-09;69031,48;по факту
234;2023-01-06;41400,75;аванс
234;2023-01-07;149282,25;аванс
234;2023-02-07;37659,73;по факту
234;2023-03-07;41457,19;по факту
234;2023-01-08;28456,53;по факту
234;2023-01-09;10852,45;аванс
234;2023-01-10;79292,33;аванс
234;2023-02-08;47593,57;по факту
234;2023-02-09;123355,73;по факту
234;2023-02-09;65445,11;по факту
235;2023-01-06;40692,94;аванс
235;2023-01-07;141248,1;аванс
235;2023-02-07;113744,21;по факту
235;2023-03-07;39356,72;по факту
235;2023-01-08;64032,11;по факту
235;2023-01-09;5444,03;аванс
235;2023-01-10;65493,63;аванс
235;2023-02-08;114072,76;по факту
235;2023-02-09;51689,57;по факту
235;2023-02-09;148254,51;по факту
236;2023-01-06;38060,82;аванс
236;2023-01-07;59754,1;аванс
236;2023-02-07;48978,02;по факту
236;2023-03-07;60338,38;по факту
236;2023-01-08;109476,08;по факту
236;2023-01-09;124128,25;аванс
236;2023-01-10;79052,32;аванс
236;2023-02-08;26797,01;по факту
236;2023-02-09;115677,32;по факту
236;2023-02-09;111280,66;по факту
237;2023-01-06;36979,74;аванс
237;2023-01-07;106533,01;аванс
237;2023-02-07;119222,96;по факту
237;2023-03-07;105234,39;по факту
237;2023-01-08;12212,94;по факту
237;2023-01-09;128691,19;аванс
237;2023-01-10;104033,08;аванс
237;2023-02-08;126541,73;по факту
237;2023-02-09;78542,13;по факту
237;2023-02-09;113382,3;по факту
238;2023-01-06;146764,13;аванс
238;2023-01-07;104633,6;аванс
238;2023-02-07;56920,21;по факту
238;2023-03-07;50316,3;по факту
238;2023-01-08;95404;по факту
238;2023-01-09;41436,63;аванс
238;2023-01-10;79679,48;аванс
238;2023-02-08;26563,44;по факту
238;2023-02-09;117780,83;по факту
238;2023-02-09;119560,1;по факту
239;2023-01-06;18919;аванс
239;2023-01-07;1260,2;аванс
239;2023-02-07;98151,46;по факту
239;2023-03-07;95894,66;по факту
239;2023-01-08;38645,34;по факту
239;2023-01-09;26512,75;аванс
239;2023-01-10;100420,38;аванс
239;2023-02-08;148564,57;по факту
239;2023-02-09;7619,78;по факту
239;2023-02-09;103856,23;по факту
240;2023-01-06;87403,57;аванс
240;2023-01-07;69091,65;аванс
240;2023-02-07;100994,44;по факту
240;2023-03-07;43100,01;по факту
240;2023-01-08;145093,71;по факту
240;2023-01-09;87572,99;аванс
240;2023-01-10;16629,35;аванс
240;2023-02-08;108673,14;по факту
240;2023-02-09;33878,87;по факту
240;2023-02-09;99012,23;по факту
241;2023-01-06;46838,38;аванс
241;2023-01-07;4115,91;аванс
241;2023-02-07;22325,71;по факту
241;2023-03-07;25242,21;по факту
241;2023-01-08;82414,08;по факту
241;2023-01-09;19846,82;аванс
241;2023-01-10;106284,91;аванс
241;2023-02-08;119200,65;по факту
241;2023-02-09;61459,81;по факту
241;2023-02-09;33434,05;по факту
242;2023-01-06;15200,81;аванс
242;2023-01-07;30751,54;аванс
242;2023-02-07;19840,18;по факту
242;2023-03-07;17140,9;по факту
242;2023-01-08;58646,63;по факту
242;2023-01-09;72673,11;аванс
242;2023-01-10;87110,76;аванс
242;2023-02-08;93014,27;по факту
242;2023-02-09;122369,18;по факту
242;2023-02-09;97442,17;по факту
243;2023-01-06;56835,83;аванс
243;2023-01-07;24159,14;аванс
243;2023-02-07;19206,18;по факту
243;2023-03-07;49124,1;по факту
243;2023-01-08;97562,85;по факту
243;2023-01-09;39072,16;аванс
243;2023-01-10;109213,92;аванс
243;2023-02-08;68009,38;по факту
243;2023-02-09;38653,28;по факту
243;2023-02-09;61416,93;по факту
244;2023-01-06;143749,13;аванс
244;2023-01-07;39085,8;аванс
244;2023-02-07;83265,53;по факту
244;2023-03-07;132899,41;по факту
244;2023-01-08;2683,15;по факту
244;2023-01-09;90699,14;аванс
244;2023-01-10;125294,31;аванс
244;2023-02-08;108455,72;по факту
244;2023-02-09;86917,35;по факту
244;2023-02-09;10027,55;по факту
245;2023-01-06;48657,29;аванс
245;2023-01-07;83373,36;аванс
245;2023-02-07;63777,04;по факту
245;2023-03-07;77880,91;по факту
245;2023-01-08;73808,02;по факту
245;2023-01-09;48468,68;аванс
245;2023-01-10;145151,2;аванс
245;2023-02-08;145024,3;по факту
245;2023-02-09;128972,37;по факту
245;2023-02-09;44898,38;по факту
246;2023-01-06;127896,88;аванс
246;2023-01-07;34919,47;аванс
246;2023-02-07;82230,39;по факту
246;2023-03-07;9689,69;по факту
246;2023-01-08;43453,42;по факту
246;2023-01-09;101671,18;аванс
246;2023-01-10;134154,29;аванс
246;2023-02-08;140730,72;по факту
246;2023-02-09;148219,3;по факту
246;2023-02-09;64872,39;по факту
247;2023-01-06;136141,61;аванс
247;2023-01-07;87486,33;аванс
247;2023-02-07;145017,62;по факту
247;2023-03-07;54050,77;по факту
247;2023-01-08;108972,22;по факту
247;2023-01-09;62678,2;аванс
247;2023-01-10;110702,04;аванс
247;2023-02-08;57577,96;по факту
247;2023-02-09;95225,12;по факту
247;2023-02-09;90853,94;по факту
248;2023-01-06;65818,29;аванс
248;2023-01-07;42892,78;аванс
248;2023-02-07;20488,38;по факту
248;2023-03-07;9715,85;по факту
248;2023-01-08;66893,14;по факту
248;2023-01-09;65431,19;аванс
248;2023-01-10;31151,91;аванс
248;2023-02-08;86087,37;по факту
248;2023-02-09;23577,16;по факту
248;2023-02-09;64321,96;по факту
249;2023-01-06;83317,26;аванс
249;2023-01-07;113083,07;аванс
249;2023-02-07;17157,97;по факту
249;2023-03-07;12649,48;по факту
249;2023-01-08;138065,27;по факту
249;2023-01-09;9968,96;аванс
249;2023-01-10;82453,28;аванс
249;2023-02-08;88430,96;по факту
249;2023-02-09;46360,85;по факту
249;2023-02-09;31769,52;по факту
250;2023-01-06;100607,44;аванс
250;2023-01-07;58347,41;аванс
250;2023-02-07;30170,15;по факту
250;2023-03-07;92178,42;по факту
250;2023-01-08;137923;по факту
250;2023-01-09;24286,16;аванс
250;2023-01-10;30785,44;аванс
250;2023-02-08;53993,45;по факту
250;2023-02-09;137406,24;по факту
250;2023-02-09;71978,93;по факту
251;2023-01-06;26915,06;аванс
251;2023-01-07;62340,34;аванс
251;2023-02-07;97219,93;по факту
251;2023-03-07;133552,8;по факту
251;2023-01-08;147017,61;по факту
251;2023-01-09;91338,9;аванс
251;2023-01-10;30735,98;аванс
251;2023-02-08;68159,87;по факту
251;2023-02-09;76551,78;по факту
251;2023-02-09;80703,8;по факту
252;2023-01-06;120062,56;аванс
252;2023-01-07;68349,99;аванс
252;2023-02-07;66570,82;по факту
252;2023-03-07;63862,21;по факту
252;2023-01-08;80141,28;по факту
252;2023-01-09;139679,29;аванс
252;2023-01-10;102239,12;аванс
252;2023-02-08;28346,3;по факту
252;2023-02-09;147872,46;по факту
252;2023-02-09;41686,12;по факту
253;2023-01-06;18734,18;аванс
253;2023-01-07;43962,5;аванс
253;2023-02-07;41425,33;по факту
253;2023-03-07;69697;по факту
253;2023-01-08;89193,11;по факту
253;2023-01-09;133351,48;аванс
253;2023-01-10;17537,17;аванс
253;2023-02-08;90897,89;по факту
253;2023-02-09;95390,61;по факту
253;2023-02-09;119822,21;по факту
254;2023-01-06;55728,25;аванс
254;2023-01-07;26344,11;аванс
254;2023-02-07;108471,85;по факту
254;2023-03-07;59316,44;по факту
254;2023-01-08;48572,92;по факту
254;2023-01-09;1824,05;аванс
254;2023-01-10;26949,47;аванс
254;2023-02-08;146130,42;по факту
254;2023-02-09;32643,98;по факту
254;2023-02-09;16745,78;по факту
255;2023-01-06;17099,38;аванс
255;2023-01-07;108958,43;аванс
255;2023-02-07;89782,1;по факту
255;2023-03-07;37676,14;по факту
255;2023-01-08;1153,99;по факту
255;2023-01-09;100010,27;аванс
255;2023-01-10;122445,89;аванс
255;2023-02-08;76721;по факту
255;2023-02-09;5472,71;по факту
255;2023-02-09;26426,73;по факту
256;2023-01-06;39595,76;аванс
256;2023-01-07;42724,05;аванс
256;2023-02-07;74025,7;по факту
256;2023-03-07;21396,81;по факту
256;2023-01-08;106801,24;по факту
256;2023-01-09;97951,04;аванс
256;2023-01-10;13332,57;аванс
256;2023-02-08;103500,43;по факту
256;2023-02-09;121952,01;по факту
256;2023-02-09;149751,11;по факту
257;2023-01-06;79436,31;аванс
257;2023-01-07;96238,25;аванс
257;2023-02-07;18358,9;по факту
257;2023-03-07;74450,18;по факту
257;2023-01-08;28291,29;по факту
257;2023-01-09;125046,42;аванс
257;2023-01-10;106451,09;аванс
257;2023-02-08;126385,22;по факту
257;2023-02-09;57364,68;по факту
257;2023-02-09;113058,84;по факту
258;2023-01-06;129869,27;аванс
258;2023-01-07;144347,94;аванс
258;2023-02-07;2839,31;по факту
258;2023-03-07;45513,54;по факту
258;2023-01-08;16710,86;по факту
258;2023-01-09;146486,5;аванс
258;2023-01-10;81224,42;аванс
258;2023-02-08;6493,51;по факту
258;2023-02-09;64812,63;по факту
258;2023-02-09;142730,57;по факту
259;2023-01-06;123959,41;аванс
259;2023-01-07;30884,8;аванс
259;2023-02-07;33713,54;по факту
259;2023-03-07;98912,23;по факту
259;2023-01-08;75315,22;по факту
259;2023-01-09;28810,57;аванс
259;2023-01-10;43920,93;аванс
259;2023-02-08;143159,75;по факту
259;2023-02-09;109285,15;по факту
259;2023-02-09;20053,59;по факту
260;2023-01-06;72093,71;аванс
260;2023-01-07;81088,96;аванс
260;2023-02-07;98216,73;по факту
260;2023-03-07;3552,36;по факту
260;2023-01-08;111579,15;по факту
260;2023-01-09;99771,76;аванс
260;2023-01-10;24140,01;аванс
260;2023-02-08;72394,48;по факту
260;2023-02-09;36721,35;по факту
260;2023-02-09;29094,16;по факту
261;2023-01-06;79481,59;аванс
261;2023-01-07;128619,23;аванс
261;2023-02-07;119977,79;по факту
261;2023-03-07;26476,74;по факту
261;2023-01-08;74162,08;по факту
261;2023-01-09;49838,64;аванс
261;2023-01-10;140368,75;аванс
261;2023-02-08;117668,91;по факту
261;2023-02-09;15509,15;по факту
261;2023-02-09;102754,13;по факту
262;2023-01-06;48637,59;аванс
262;2023-01-07;144114,85;аванс
262;2023-02-07;70365,63;по факту
262;2023-03-07;73625,15;по факту
262;2023-01-08;33102,16;по факту
262;2023-01-09;40753,94;аванс
262;2023-01-10;111618,15;аванс
262;2023-02-08;90519,49;по факту
262;2023-02-09;13266,44;по факту
262;2023-02-09;22098,15;по факту
263;2023-01-06;2619,93;аванс
263;2023-01-07;25836,29;аванс
263;2023-02-07;90022,18;по факту
263;2023-03-07;60540,02;по факту
263;2023-01-08;98806,12;по факту
263;2023-01-09;102738,29;аванс
263;2023-01-10;116658,75;аванс
263;2023-02-08;105836,41;по факту
263;2023-02-09;19676,86;по факту
263;2023-02-09;117475,87;по факту
264;2023-01-06;125729,38;аванс
264;2023-01-07;28856,3;аванс
264;2023-02-07;47236,25;по факту
264;2023-03-07;70011,94;по факту
264;2023-01-08;108599,69;по факту
264;2023-01-09;118381,53;аванс
264;2023-01-10;22450,08;аванс
264;2023-02-08;78771,43;по факту
264;2023-02-09;147546,36;по факту
264;2023-02-09;107359,3;по факту
265;2023-01-06;147384,6;аванс
265;2023-01-07;22177,08;аванс
265;2023-02-07;120992,6;по факту
265;2023-03-07;76090,24;по факту
265;2023-01-08;34907,21;по факту
265;2023-01-09;18736,69;аванс
265;2023-01-10;123060,9;аванс
265;2023-02-08;26405,17;по факту
265;2023-02-09;53002,29;по факту
265;2023-02-09;90230,75;по факту
266;2023-01-06;41152,63;аванс
266;2023-01-07;55898,04;аванс
266;2023-02-07;40680,79;по факту
266;2023-03-07;140210,49;по факту
266;2023-01-08;96711,97;по факту
266;2023-01-09;149940,98;аванс
266;2023-01-10;94776,39;аванс
266;2023-02-08;99786,78;по факту
266;2023-02-09;81729,24;по факту
266;2023-02-09;96356,28;по факту
267;2023-01-06;66132,83;аванс
267;2023-01-07;125423,08;аванс
267;2023-02-07;73254,17;по факту
267;2023-03-07;119900,98;по факту
267;2023-01-08;60239,91;по факту
267;2023-01-09;120587,36;аванс
267;2023-01-10;112999,99;аванс
267;2023-02-08;16275,87;по факту
267;2023-02-09;61565,34;по факту
267;2023-02-09;68209,77;по факту
268;2023-01-06;81666,66;аванс
268;2023-01-07;29535,43;аванс
268;2023-02-07;115311,41;по факту
268;2023-03-07;26463,96;по факту
268;2023-01-08;35817,27;по факту
268;2023-01-09;129166,52;аванс
268;2023-01-10;79342,11;аванс
268;2023-02-08;100213,29;по факту
268;2023-02-09;64877,13;по факту
268;2023-02-09;140393,02;по факту
269;2023-01-06;136916,34;аванс
269;2023-01-07;62086,23;аванс
269;2023-02-07;83092,4;по факту
269;2023-03-07;36856,12;по факту
269;2023-01-08;135939,81;по факту
269;2023-01-09;113074,18;аванс
269;2023-01-10;23814,12;аванс
269;2023-02-08;66915,92;по факту
269;2023-02-09;13169,97;по факту
269;2023-02-09;48610,18;по факту
270;2023-01-06;134464,6;аванс
270;2023-01-07;110067,44;аванс
270;2023-02-07;2482,39;по факту
270;2023-03-07;139502,96;по факту
270;2023-01-08;41583,64;по факту
270;2023-01-09;106353,41;аванс
270;2023-01-10;117703,51;аванс
270;2023-02-08;102860,8;по факту
270;2023-02-09;20496,02;по факту
270;2023-02-09;14304,08;по факту
271;2023-01-06;141519,93;аванс
271;2023-01-07;99479,7;аванс
271;2023-02-07;134651;по факту
271;2023-03-07;122627,19;по факту
271;2023-01-08;91555,52;по факту
271;2023-01-09;94506,53;аванс
271;2023-01-10;3436,37;аванс
271;2023-02-08;124983,78;по факту
271;2023-02-09;66792,61;по факту
271;2023-02-09;18782,82;по факту
272;2023-01-06;94411,47;аванс
272;2023-01-07;80499,28;аванс
272;2023-02-07;94153,73;по факту
272;2023-03-07;37528,79;по факту
272;2023-01-08;79106,7;по факту
272;2023-01-09;118332,78;аванс
272;2023-01-10;63689,71;аванс
272;2023-02-08;111182,74;по факту
272;2023-02-09;89458,9;по факту
272;2023-02-09;36145,32;по факту
273;2023-01-06;28376,62;аванс
273;2023-01-07;22432,71;аванс
273;2023-02-07;288,97;по факту
273;2023-03-07;80624,66;по факту
273;2023-01-08;42574,8;по факту
273;2023-01-09;127430,33;аванс
273;2023-01-10;34347,01;аванс
273;2023-02-08;54406,7;по факту
273;2023-02-09;56983,18;по факту
273;2023-02-09;129657,47;по факту
274;2023-01-06;67130,76;аванс
274;2023-01-07;88799,8;аванс
274;2023-02-07;899,36;по факту
274;2023-03-07;129856,7;по факту
274;2023-01-08;32867,85;по факту
274;2023-01-09;72220,74;аванс
274;2023-01-10;47944,91;аванс
274;2023-02-08;138734,76;по факту
274;2023-02-09;57196,44;по факту
274;2023-02-09;31691,61;по факту
275;2023-01-06;22447,46;аванс
275;2023-01-07;31271,99;аванс
275;2023-02-07;12598,51;по факту
275;2023-03-07;12802,02;по факту
275;2023-01-08;41914,16;по факту
275;2023-01-09;141959,27;аванс
275;2023-01-10;149420,73;аванс
275;2023-02-08;23373,81;по факту
275;2023-02-09;22991,93;по факту
275;2023-02-09;16300,21;по факту
276;2023-01-06;12022,79;аванс
276;2023-01-07;130660,6;аванс
276;2023-02-07;104825;по факту
276;2023-03-07;59699,23;по факту
276;2023-01-08;148391,79;по факту
276;2023-01-09;32219,63;аванс
276;2023-01-10;95686,69;аванс
276;2023-02-08;99097,74;по факту
276;2023-02-09;97033,71;по факту
276;2023-02-09;115468,69;по факту
277;2023-01-06;144674,65;аванс
277;2023-01-07;33659,15;аванс
277;2023-02-07;72267,56;по факту
277;2023-03-07;58581,97;по факту
277;2023-01-08;92181,79;по факту
277;2023-01-09;32784,6;аванс
277;2023-01-10;139550,48;аванс
277;2023-02-08;145529,21;по факту
277;2023-02-09;147447,84;по факту
277;2023-02-09;1236,81;по факту
278;2023-01-06;87985,81;аванс
278;2023-01-07;68421,05;аванс
278;2023-02-07;27896,43;по факту
278;2023-03-07;336,13;по факту
278;2023-01-08;21234,73;по факту
278;2023-01-09;88657,19;аванс
278;2023-01-10;94508,65;аванс
278;2023-02-08;31388,96;по факту
278;2023-02-09;16192,45;по факту
278;2023-02-09;140178,7;по факту
279;2023-01-06;137826,56;аванс
279;2023-01-07;3400,25;аванс
279;2023-02-07;9702,16;по факту
279;2023-03-07;3003,21;по факту
279;2023-01-08;139277,02;по факту
279;2023-01-09;43811,76;аванс
279;2023-01-10;137207,38;аванс
279;2023-02-08;4602,71;по факту
279;2023-02-09;10138,27;по факту
279;2023-02-09;27875,18;по факту
280;2023-01-06;17090,86;аванс
280;2023-01-07;68641,87;аванс
280;2023-02-07;55283,49;по факту
280;2023-03-07;126200,67;по факту
280;2023-01-08;21482,76;по факту
280;2023-01-09;23597,99;аванс
280;2023-01-10;43673,75;аванс
280;2023-02-08;119735,29;по факту
280;2023-02-09;88755,19;по факту
280;2023-02-09;102639,92;по факту
281;2023-01-06;8749,79;аванс
281;2023-01-07;117339,3;аванс
281;2023-02-07;116787,88;по факту
281;2023-03-07;41540,01;по факту
281;2023-01-08;134558,55;по факту
281;2023-01-09;134450,99;аванс
281;2023-01-10;80045,56;аванс
281;2023-02-08;112780,96;по факту
281;2023-02-09;86220,46;по факту
281;2023-02-09;15957,83;по факту
282;2023-01-06;105812,15;аванс
282;2023-01-07;43238,76;аванс
282;2023-02-07;102680,13;по факту
282;2023-03-07;89217,25;по факту
282;2023-01-08;122216,32;по факту
282;2023-01-09;146090,44;аванс
282;2023-01-10;34444,88;аванс
282;2023-02-08;117051,86;по факту
282;2023-02-09;119897,93;по факту
282;2023-02-09;147618,27;по факту
283;2023-01-06;27930,72;аванс
283;2023-01-07;18563,56;аванс
283;2023-02-07;72529,4;по факту
283;2023-03-07;103199,56;по факту
283;2023-01-08;82569,84;по факту
283;2023-01-09;143875,28;аванс
283;2023-01-10;36105,42;аванс
283;2023-02-08;33019,26;по факту
283;2023-02-09;146364,42;по факту
283;2023-02-09;85493,21;по факту
284;2023-01-06;76365,64;аванс
284;2023-01-07;141794,67;аванс
284;2023-02-07;118524,12;по факту
284;2023-03-07;142414,38;по факту
284;2023-01-08;60232,83;по факту
284;2023-01-09;31550,32;аванс
284;2023-01-10;139745,02;аванс
284;2023-02-08;137043,17;по факту
284;2023-02-09;35682,83;по факту
284;2023-02-09;11292,76;по факту
285;2023-01-06;41091,78;аванс
285;2023-01-07;104970,67;аванс
285;2023-02-07;39434,1;по факту
285;2023-03-07;115191,09;по факту
285;2023-01-08;73626,95;по факту
285;2023-01-09;76670,26;аванс
285;2023-01-10;95787,22;аванс
285;2023-02-08;142957,67;по факту
285;2023-02-09;136759,82;по факту
285;2023-02-09;113447,45;по факту
286;2023-01-06;59259,94;аванс
286;2023-01-07;147360,88;аванс
286;2023-02-07;78594,38;по факту
286;2023-03-07;108909,3;по факту
286;2023-01-08;74812,47;по факту
286;2023-01-09;122453,99;аванс
286;2023-01-10;72134,69;аванс
286;2023-02-08;59114,39;по факту
286;2023-02-09;107235,32;по факту
286;2023-02-09;138519,46;по факту
287;2023-01-06;82652,47;аванс
287;2023-01-07;133332,16;аванс
287;2023-02-07;114056,78;по факту
287;2023-03-07;28818,35;по факту
287;2023-01-08;86657,62;по факту
287;2023-01-09;44751,54;аванс
287;2023-01-10;82071,59;аванс
287;2023-02-08;131528,92;по факту
287;2023-02-09;149372,89;по факту
287;2023-02-09;51563,71;по факту
288;2023-01-06;120802,68;аванс
288;2023-01-07;132884,38;аванс
288;2023-02-07;115246,88;по факту
288;2023-03-07;44170,57;по факту
288;2023-01-08;84278,26;по факту
288;2023-01-09;49693,58;аванс
288;2023-01-10;138177,75;аванс
288;2023-02-08;16804,42;по факту
288;2023-02-09;93515,78;по факту
288;2023-02-09;113170,63;по факту
289;2023-01-06;125268,46;аванс
289;2023-01-07;62125,73;аванс
289;2023-02-07;30525,83;по факту
289;2023-03-07;43856,46;по факту
289;2023-01-08;41067,83;по факту
289;2023-01-09;85991,2;аванс
289;2023-01-10;147478,46;аванс
289;2023-02-08;56172,19;по факту
289;2023-02-09;37795,88;по факту
289;2023-02-09;143330,89;по факту
290;2023-01-06;567,31;аванс
290;2023-01-07;77888,81;аванс
290;2023-02-07;75102,53;по факту
290;2023-03-07;118211,4;по факту
290;2023-01-08;149340,48;по факту
290;2023-01-09;76566,65;аванс
290;2023-01-10;19749,75;аванс
290;2023-02-08;2001,55;по факту
290;2023-02-09;119074,21;по факту
290;2023-02-09;5225,3;по факту
291;2023-01-06;62673,03;аванс
291;2023-01-07;71015,73;аванс
291;2023-02-07;72878,85;по факту
291;2023-03-07;92721,91;по факту
291;2023-01-08;80318,06;по факту
291;2023-01-09;90508,56;аванс
291;2023-01-10;128149,66;аванс
291;2023-02-08;98367,97;по факту
291;2023-02-09;24724,45;по факту
291;2023-02-09;130771,45;по факту
292;2023-01-06;14965,54;аванс
292;2023-01-07;111302,96;аванс
292;2023-02-07;31291,84;по факту
292;2023-03-07;52680,18;по факту
292;2023-01-08;113258,86;по факту
292;2023-01-09;140044,16;аванс
292;2023-01-10;82714,55;аванс
292;2023-02-08;70082,51;по факту
292;2023-02-09;74074,49;по факту
292;2023-02-09;86637,66;по факту
293;2023-01-06;888,37;аванс
293;2023-01-07;4271,02;аванс
293;2023-02-07;111507,04;по факту
293;2023-03-07;119960,26;по факту
293;2023-01-08;6316,83;по факту
293;2023-01-09;62481,11;аванс
293;2023-01-10;65807,03;аванс
293;2023-02-08;44964,59;по факту
293;2023-02-09;69152,74;по факту
293;2023-02-09;5062,56;по факту
294;2023-01-06;130745,23;аванс
294;2023-01-07;38812,06;аванс
294;2023-02-07;81672,96;по факту
294;2023-03-07;74559,35;по факту
294;2023-01-08;145653,75;по факту
294;2023-01-09;134111,19;аванс
294;2023-01-10;79064,85;аванс
294;2023-02-08;79060,35;по факту
294;2023-02-09;132930,52;по факту
294;2023-02-09;35716,62;по факту
295;2023-01-06;21660,69;аванс
295;2023-01-07;114529,43;аванс
295;2023-02-07;5231,51;по факту
