contr_id;count_id;contr_date;summ;subject
291;375;2022-04-01;1085607;Ремонт наружной поверхности ж/б трубы №2 H=150 м Ново-Рязанская ТЭЦ (дог.№ 6/НР ДС1 от 06/07/09)
292;409;2022-04-02;12001700;"Ремонт антикорр. покрытия дымовой трубы Ф-ла ""Северо-Западная ТЭЦ"" ОАО ""ИНТЕР РАО ЕЭС"" по ДС№1 от 22/07/2009 к договору №18/09 от 22/06/2009"
293;355;2022-04-03;6420527;Реконструкция башенной градирни №3 по договору 13.002/2009 от 06.07.2009 КС-3 №2 от 20.08.2009
294;422;2022-04-04;12997010;Выполненные услуги ген.подряда по договору № 22/2009 от 26.11.2009
295;327;2022-04-05;4934357;Монтаж оконных и дверных блоков ПВХ (более 3.0 кв.м)
296;297;2022-04-06;3713919;Окраска металлоконструкций порталов ОРУ-110 кВ по договору №91/10 от 08.12.2010
297;415;2022-01-02;24986126;Аренда МТК Стандарт по дог.19000/10-С Аренда, уст. по адресу: Капотня, 2-й квартал, д.1, корп.3, г.Москва за период с 17.11.2010 по 30.11.2010
298;316;2022-05-03;1768011;Перевозка материалов, погрузочные работы, КАМАЗ с КМУ по договору 307/9830 от 13/08/2020.
299;23;2022-04-04;3672151;"Услуги автокрана ""Машека"" 25 т, 28м (час)"
300;253;2022-04-08;15217945;Аренда и обслуживание 1 биотуалета за январь 2013г. По договору №3479
301;346;2022-04-01;8549664;Аванс по договору №8с/13 от 15.04.2013 Высотное обследование на высоте  до 100 метров бетонной поверхности напорных водоводов гидроагрегатов ГА 5-6 Бурейской ГЭС
302;376;2022-04-02;5607212;Транспортные услуги за январь 2013
303;403;2022-04-03;13244314;Аванс по договору №WHSD-DR-SC-1101 от 10.06.2016 (работы по покраске тела опор)
304;200;2022-04-04;8887348;Ремонт , диагностика Kranzie quadro 1000 TST
305;385;2022-04-05;4361933;Оказание услуги: Доставка оборудования подъемник самоходный ножничный HAULOTTE H18SX, рабочая высота 18 м
306;36;2022-04-06;11417353;Комплекс работ на Объектах энергоблока №4 Ростовской АЭС: Башенная испарительная градирня. Водораспределительная система , оросители, каплеуловитель, зимний трубопровод, затворы, перегородки и дефлекторы по договору № 25/08-17СМР от 04.09.2017
307;121;2022-01-02;12789696;Выполнение строительно-монтажных работ по объектам энергоблока №4 Ростовской АЭС по договору №28/08-17СМР от 04.09.2017
308;311;2022-05-03;15493907;Услуги по обработке, погрузке, выгрузке, перемещению груза
309;56;2022-04-04;6627671;Подготовка материалов к ламинированию по договору №01/06-17 от 20.06.17
310;131;2022-04-08;21762724;Услуги по ремонту аппарата высокого давления HD 6/16
311;144;2022-04-01;20860945;Услуги по дог.№02/06-01 от 02.06.17
312;232;2022-04-02;1134668;Ремонт АВД б/н 4-ой категории сложности
313;392;2022-04-03;8287816;Обучение оператора мостового крана управляемого с пола
314;364;2022-04-04;2283860;Оказание услуги: Возвратная транспортировка подъемник  самоходный ножничный HAULOTTE H18SX
315;14;2022-04-05;1399582;Оказание генподрядных услуг по договору №25/08-17СМР от 04.09.17 на объекте энергоблока №4 Ростовской АЭС за сент 2017
316;361;2022-04-06;7342278;Оказание генподрядных услуг по договору №28/08-17СМР от 04.09.17 на объекте энергоблока №4 Ростовской АЭС за сент 2017
317;29;2022-01-02;13546927;Комплекс работ на Объектах энергоблока №4 Ростовской АЭС: Башенная испарительная градирня. Водораспределительная система , оросители, каплеуловитель, зимний трубопровод, затворы, перегородки и дефлекторы
318;364;2022-05-03;7148070;Работы по антикоррозийной защите металлоконструкций автомобильного моста ЗСД на секции 3/ярд 1
319;323;2022-04-04;3428175;Работы по антикоррозийной защите металлоконструкций автомобильного моста ЗСД на секции 3/ярд 1
320;94;2022-04-08;16933527;Работы по антикоррозийной защите металлоконструкций автомобильного моста ЗСД на секции 3/ярд 1
321;357;2022-04-01;7593207;Работы по антикоррозийной защите металлоконструкций автомобильного моста ЗСД на секции 3/ярд 1
322;137;2022-04-02;11983048;Выполнение строительно-монтажных работ по объектам энергоблока №4 Ростовской АЭС  (Сборка блоков оросителя 1, 2, 3, 4 слоёв)
323;96;2022-04-03;20301529;Выполнение работ по антикоррозионной защите металлоконструкций автомоб моста ЗСД на секции 3 очередь 4.
324;334;2022-04-04;14492713;Обучение по программе Безопасные методы и приемы выполнения работ на высоте для работников 3 группы
325;309;2022-04-05;6377419;Консультационные услуги по дог. № СК23-04/13 от 23.04.13
326;356;2022-04-06;12510324;Оказание услуг Погрузчиком-Экскаватором марки JCB 3СХ за май 2013
327;391;2022-01-02;8105666;Услуги КС 45717 № 462 работа сверх 8 часов и в выходные дни
328;216;2022-05-03;3673770;Услуги а/м Камаз 54115 с п/прицепом СЗАП 93271 №5119
329;28;2022-04-04;14705001;Переменная часть арендной платы, соответствующая стоимости потребленной электроэнергии за апрель 2013 по договору от 10.01.2013
330;314;2022-04-08;4666359;Арендная плата за аренду помещения 72 м2 за май
331;215;2022-04-01;18956731;Услуги по получению выписки из ЕГРЮЛ по договору №12006 от 23.01.2013
332;53;2022-04-02;10037614;Комиссия за оформление паспорта сделки (1 ПС) в течение 3-х рабочих дней
333;216;2022-04-03;8998948;"Строительно-монтажные работы по созданию стенда БКАР по адресу:Всеволожский район Ленинградской обол,Куйвозовская волость,47 км + 800 автодороги ""Санкт-Петербург-Запорожское-Приозерск"" солг.дог.3.4-3.2017 от 23.03.2017г"
334;250;2022-04-04;8959514;Аванс за строительные работы по договору №2 от 13.02.2017
335;249;2022-04-05;12429604;"Информационно-консультационные услуги в форме семинара по теме: ""Рост дебиторской и кредиторской задолженности и проблемы налоговой оптимизации как звенья одной цепи"""
336;410;2022-04-06;9587518;Аванс по дог.№44 от 11.11.2015 за работы по антикоррозионной защите металлоконструкций
337;363;2022-01-02;12192946;Целевой аванс на покупку необходимых приспособлений для организации работ на высоте по договору №44-П/2017
338;24;2022-05-03;1840160;Услуги по мытью окон в помещениях Управления по гос.контракту №1/5 от 11.05.2017
339;37;2022-04-04;12572826;Работы по изготовлению сборной металлоконструкции 4000 х 9600 мм. по Дог №18/04/17 от 18.04.2017
340;187;2022-04-08;12317559;Аренда компресора ATMOS PDF 95, 10 м3/мин
341;217;2022-04-01;11953115;Комиссия за выполнение банком функций агента валютного контроля согласно тарифам банка 1.1.2.01.61
342;355;2022-04-02;5416011;Ремонт водоструйной машины ВСМ А3 30-500 бар 12 л/мин 380В/50Гц/11
343;399;2022-04-03;15695862;Дополнительный лизинговый платёж на основании договора лизинга (штраф ГИБДД)
344;209;2022-04-04;7100335;"Абонентское обслуживание в Системе, расположенной на сервере ""b2b-center"" за 2 кв. 2014г, Договор №37450-1 от 19.03.2010г."
345;366;2022-04-05;19305789;Права на программу для ЭВМ Kaspersky
346;78;2022-04-06;22122944;Услуги по финансовой аренде (лизингу) за июнь 2013 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
347;151;2022-01-02;22828224;Услуги по финансовой аренде (лизингу) за июнь 2013 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
348;351;2022-05-03;19583407;Услуги по финансовой аренде (лизингу) за июнь 2013 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
349;322;2022-04-04;6935836;Арендная плата за аренду помещения 72 м2 за июль
350;14;2022-04-08;10582506;Арендная плата за аренду помещения 72 м2 за июнь
351;256;2022-04-01;10446986;Автотранспортные услуги с 17.06.2013 по 29.06.2013 Кран автомобильный МКТБ 30,2 по договору №12/06/92 от 12.06.2013
352;18;2022-04-02;18531783;"Возмещаемые расходы за услуги по шеф-надзору за пуско-наладкой вентиляторного оборудования и Станции управления и защиты привода на объекте ООО ""Тобольск-Нефтехим"" г.тобольск (с 30.04.13 по 06.05.13)"
353;279;2022-04-03;23634894;"Возмещаемые расходы за услуги по шеф-надзору за пуско-наладкой вентиляторного оборудования и Станции управления и защиты привода на объекте ООО ""Тобольск-Нефтехим"" г.Тобольск (с 21.05.13 по 23.05.13)"
354;419;2022-04-04;3715492;Транспортные услуги за май 2013
355;424;2022-04-05;18722136;Права на использование Kaspersky Endpoint Security для бизнеса (лицензия на 1 год)
356;413;2022-04-06;20492228;Аренда Компресор AIRMAN PDS390SC-W, Основное НО, Будни
357;129;2022-01-02;10164067;Аренда Компресор AIRMAN PDS390SC-W, Основное НО, Воскресенье
358;390;2022-05-03;23968217;Аренда Компресор AIRMAN PDS390SC-W, Основное НО, Суббота
359;21;2022-04-04;24160800;Услуги по предоставлению грузового транспорта  по дог №22/2021-1 от 08.04.2021
360;388;2022-04-08;10493559;Аренда ДГУ FI40 с 01.12.17 по 30.12.17
361;174;2022-04-01;17721201;Генподрядные услуги по договору №29/10-17СМР от 03.10.2017 на объекте энергоблока №4 Ростовская АЭС
362;343;2022-04-02;1812799;Генподрядные услуги по договору №25/08-17СМР от 04.09.2017 на объекте энергоблока №4 Ростовская АЭС
363;296;2022-04-03;16514519;Транспортные услуги по маршруту г.Курск - г.Санкт-Петербург
364;182;2022-04-04;22452517;Услуги строительными машинами и механизмами с обслуживающим персоналом (Автокран Liebherr LTM-1025) за 23-31 ЯНВАРЯ 2013 по дог.№4/ГЖС от 01.02.2012
365;167;2022-04-05;8687120;"Аванс по дог.№18Северное_РСО от 14.07.14 за строительные работы (работы по очистке просеки от кустарника и мелколесья) на объекте : ""ВЛ-10кВ ф.159-24,159-14 от ТП-250 до ТП-68 в г.Выборге."""
366;86;2022-04-06;2408050;Уборка помещений по договору №9 от 01.03.2013
367;323;2022-01-02;20451338;"Выполненные работы по договору №257/3 от 22.07.2013 Техническое перевооружение градирни В-2/1, ЦГФУ, ВиК, ООО ""Тобольск-Нефтехим"""
368;124;2022-05-03;7710760;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за август 2014г."
369;248;2022-04-04;2941306;Услуги по получению выписки из ЕГРЮЛ по договору №14143 от 30.07.2014
370;402;2022-04-08;23767418;"Аванс по доп.соглашению №3 к договору №40/101/81/03-13 от 10.06.2013 Работы по монтажу водораспределительной системы, оросителей, каплеуловителя, зимнего трубопровода, затворов, перегородок и дефлекторов на Объекте энергоблока №3 Ростовской АЭС: ""Башенная испарительная градирня"""
371;192;2022-04-01;5497145;Разработка управляющей программы S7-1200
372;353;2022-04-02;22009397;Комплекс строительно-монтажных работ по  Объекту энергоблок №4 Ростовской АЭС: Башенная испарительная градирня. Наружные лестницы, площадки иограждения.
373;327;2022-04-03;20216459;Работы на объекте: Энергоблок №3 Ростовской АЭС: Башенная испарительная градирня №1. Строительная часть: Узлы восстановления уплотнения водораспределительного трубопровода
374;402;2022-04-04;11384316;Генподрядные услуги по договору №21/07-18СМР от 13.07.2018 на объекте энергоблока №4 Ростовская АЭС
375;231;2022-04-05;16088207;Генподрядные услуги по договору №32/08-18СМР от 28.08.2018 на объекте энергоблока №4 Ростовская АЭС
376;428;2022-04-06;21043503;Отложенный платеж по дог.№ 25/08-17 СМР от 04.09.2017
377;64;2022-01-02;4049768;Отложенный платеж по дог.№ 26/08-17 СМР от 04.09.2017
378;104;2022-05-03;8165588;Отложенный платеж по дог.№ 27/08-17 СМР от 04.09.2017
379;247;2022-04-04;20672614;Отложенный платеж по дог.№ 28/08-17 СМР от 04.09.2017
380;238;2022-04-08;23828172;Отложенный платеж по дог.№ 29/10-17 СМР от 03.10.2017
381;330;2022-04-01;24879318;Арендная плата за аренду помещения 360м2 за период с 01.02 по 28.02
382;296;2022-04-02;11427143;Арендная плата за аренду помещения 360м2 за период с 16.01 по 31.01
383;428;2022-04-03;12068071;Пуско-наладка установки МИУС-2000-8
384;1;2022-04-04;9476627;"Устройство системы вентиляции по объекту: ПП Курская ТЭЦ-1 филиала ОАО ""Квадра"""
385;29;2022-04-05;9945430;Аренда нежилых помещений в здании Мастерской ремонтно-строительного цеха согласно договора №36/12-ОУИ от 01.02.2012 за май 2012 по акту № от 31.05.2012
386;179;2022-04-06;13712579;Аренда нежилых помещений в здании Мастерской ремонтно-строительного цеха согласно договора №36/12-ОУИ от 01.02.2012 за июнь 2012 по акту № от 30.06.2012
387;269;2022-01-02;5198247;Аванс по договору №222-12/0048 от 08.06.2012 (Устройство постоянного торца главного корпуса по оси 22 (Инв.№0511000058000))
388;245;2022-05-03;20583584;Обучающий семинаре по налоговой и экономической безопасности
389;395;2022-04-04;8245356;Комплекс гидроизоляционных работ по договору 01-03/2013-II от 01/03/2013,  на объекте: « 10 URA Башенная испарительная градирня» Нововоронежской АЭС-2 по адресу г. Нововоронеж, Промплощадка
390;152;2022-04-08;21170373;Аренда оборудования согласно договора №05/12 от 13.07.2012
391;150;2022-04-01;5588939;Дополнительный лизинговый платеж на основании п.4.7 договора лизинга (страховка)
392;19;2022-04-02;1368761;Электроэнергия по договору №36/12-ОУИ за апрель 2012г.
393;232;2022-04-03;13885081;Аренда МТК по дог.№42/11-С Аренда, уст. по адресу: г.Москва, Капотня, 2-й квартал, д.1, корп.3 за период с 01.01.2012 по 31.01.2012
394;134;2022-04-04;24620150;Аванс по договору №08/11 от 30.12.2011 ремонт внутренней ж/б поверхности подземной части береговой насосной добавочной воды на территории ТЭЦ-5, по адресу: г.Санкт-Петербург, Октябрьская наб., д.108
395;269;2022-04-05;24613889;Транспортные и заготовительные расходы
396;278;2022-04-06;21591792;"Техническое обслуживание жалюзей градирни №1 филиала ""Северо-Западная ТЭЦ"" по договору №13/09 от 10.03.2009"
397;392;2022-01-02;23795503;Выполнение работ по договору №2000-0109 от 14.01.2009
398;254;2022-05-03;10927497;Аванс на выполнение работ по договору №09-06 от 09.06.15
399;328;2022-04-04;2527368;"Аванс на выполнение работ по ремонту фасада специализированной спортивной школы олимпийского резерва по фехтованию ""Спартак"", по адресу г.Санкт-Петребург, уп.Чайковского д.63 по договору №б/н от 01.06.15"
400;229;2022-04-08;8721303;Комиссия за предоставление справок по запросу клиента
401;326;2022-04-01;9515741;"Авторский надзор по проектной документации: ""Установка подогрева сетевой воды от ТГ-5 Рязанского филиала ООО ""Ново-Рязанская ТЭЦ"""
402;246;2022-04-02;9760180;Текущий ремонт металлоконструкций ТЦ по договору №14/НР-12 от 22.12.2011.
403;24;2022-04-03;13198276;"Капитальный ремонт наклонного хода станции ""Парк Победы"" в части ремонта опорных конструкций по договору №01/09 от 20.02.2009"
404;228;2022-04-04;15233830;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за февраль 2015г."
405;349;2022-04-05;10134651;Реконструкция градирни по договору №02/08 - К/РСО от 01/08/2008
406;386;2022-04-06;10647320;"Глубокая биозащитная обработка п/м препаратом ""ХМ-11"""
407;254;2022-01-02;7455287;"Ремонт бетонных дорог на территории ГЭС Нарвской ГЭС-13 филиала ""Невский"" ОАО ""ТГК-1"" по договору №1409/22071 от 22/05/2009."
408;31;2022-05-03;7410388;Ремонт кровли здания питательного пункта головного узла
409;280;2022-04-04;24261550;"Ремонт санузла и кухни караульного помещения Нарвской ГЭС-13 филиала ""Невский"" ОАО ""ТГК-1"""
410;90;2022-04-08;11894797;"Ремонт фасада здания гаража станционного узла Нарвской ГЭС-13 филиала ""Невский"" ОАО ""ТГК-1"""
411;111;2022-04-01;24935297;Техническое обслуживание зданий и сооружений (дог.№086/09 от 04.06.2009)
412;61;2022-04-02;6441470;Ремонт здания гаража по ул.Осипенко (дог.№086/09 от 04.06.2009)
413;27;2022-04-03;15552653;"Ремонт сопел градирни №1 филиала ""Северо-Западная ТЭЦ"" по договору №9/09 от 16/02/2009."
414;221;2022-04-04;14161273;"Косметический ремонт зданий и сооружений ф-ла ""Северо-Западная ТЭЦ"" по договору №18/09 от 22/06/2009"
415;27;2022-04-05;18505685;Главный корпус III очереди (ремонт мягкой кровли) (дог.№086/09 от 04.06.2009)
416;427;2022-04-06;20867983;Выполнение работ по договору №086/09 от 04.06.2009
417;158;2022-01-02;23917365;Услуги по организации получения лицензии МЧС
418;268;2022-05-03;17049216;Оказание услуг по изготовлению экземпляра web-продукции
419;250;2022-04-04;19461752;Выполнение работ по договору 17/09/22365 от 03.06.2009
420;200;2022-04-08;10875391;Образовательные услуги по дог.№074 от 27.08.2009
421;269;2022-04-01;5049727;Уборка мусора около чаши градирни №1 Улан-Удэнской ТЭЦ-1
422;122;2022-04-02;16682053;Герметезация межпанельных швов по доп.соглашению к договору №4/У1 от 17/08/2009
423;140;2022-04-03;9524081;Герметезация межпанельных швов по договору №4/У2 от 25/06/2009
424;37;2022-04-04;10538484;Герметезация межпанельных швов по доп.соглашению к договору №4/У2 от 17/08/2009
425;143;2022-04-05;16921851;Герметезация межпанельных швов по договору №4/У3 от 25/06/2009
426;157;2022-04-06;1265105;Герметезация межпанельных швов по договору №4/У4 от 25/06/2009
427;111;2022-01-02;16968246;Герметезация межпанельных швов по доп.соглашению к договору №5/У5 от 17/08/2009
428;414;2022-05-03;17928911;Герметезация межпанельных швов по договору №5/У5 от 25/06/2009
429;329;2022-04-04;23831195;Транспортные услуги по маршруту Иркутск-Улан-Удэ от 08/09/2009
430;378;2022-04-08;18787419;Осенний технический осмотр кирпичной дымовой трубы Н= 80м, железобетонной дымовой трубы Н =100 м по договору №63/118 от 28.12.2003
431;357;2022-04-01;16240707;Информ.услуги на сайте spb.rabota.ru № 10.08-08.09.09 г.
432;380;2022-04-02;18324237;Реконструкция башенной градирни №3 по договору 13.002/2009 от 06.07.2009 КС-3 №1 от 20.07.2009
433;270;2022-04-03;7252311;Усиление металлоконструкций покрытия турбинного отделения котлотурбинного цеха по договору №562 от 29.06.2009
434;281;2022-04-04;7185076;Услуги по получению выписки из ЕГРЮЛ по договору №7862 от 17.09.2009
435;65;2022-04-05;19759223;"Работы по ремонту кровли здания гаража Южной ТЭЦ (ТЭЦ-22) филиала ""Невский"" ОАО ""ТГК-1"" по договору 20/09/24014"
436;60;2022-04-06;21648641;"Работы по ремонту кровли зданий электростанций №1, 2, 3 Центральной ТЭЦ филиала ""Невский"" ОАО ""ТГК-1"" по договору 16/09/22178 от 27.05.2009"
437;38;2022-01-02;11327350;Транспортные услуги по маршруту Иркутск-Улан-Удэ от 30/09/2009
438;85;2022-05-03;7772669;Ремонт фундаментов и порталов с окраской под коммутационным оборудованием по договору №31/09С2 от 20.08.2009
439;133;2022-04-04;12726470;Комиссия за заверение копий докуметов согласно тарифов банка
440;369;2022-04-08;21229806;Комиссия за оформление карточки с образцами подписей и оттиска печати
441;6;2022-04-01;24312472;Реконструкция башенной градирни №3 по договору 13.002/2009 от 06.07.2009 КС-3 №3 от 25.09.2009
442;23;2022-04-02;24810836;"Ремонт жалюзи градирни №1 филиала ""Северо-Западная ТЭЦ"" по договору №12/09 от 02/04/2009."
443;26;2022-04-03;20799156;Герметезация межпанельных швов по договору №219 от 01/10/2009 Муниципальное дошкольное образовательное учереждение центр развития ребенка детский сад Солнышко
444;370;2022-04-04;9958228;Герметезация межпанельных швов по договору №219 от 01/10/2009 Муниципальное дошкольное образовательное учереждение центр развития ребенка детский сад Сказка
445;315;2022-04-05;18370355;Выполнение работ по акту за октябрь по договору 17/09/22365 от 03.06.2009
446;425;2022-04-06;13421488;Капитальный ремонт дымовой трубы №4 Ново-Рязанская ТЭЦ (дог.№ 11/НР от 19/09/09)
447;176;2022-01-02;18445934;Реконструкция башенной градирни №3 по договору 13.002/2009 от 06.07.2009 КС-2 №4 от 26.10.2009
448;272;2022-05-03;13566140;"Обследование дымовой трубы блока №1 филиала ""Северо-Западная ТЭЦ"" по договору №24/09 от 28/09/2009"
449;291;2022-04-04;2151738;Герметезация межпанельных швов по доп.соглашению к договору №4/У4 от 17/08/2009
450;371;2022-04-08;1435407;Муниципальное общеобразовательное учреждение многопрофильный лицей выполнение работ по дог.№5 от 27.10.2009
451;222;2022-04-01;6016961;"Текущий ремонт зданий филиала ""Северо-Западная ТЭЦ"" ОАО ""ИНТЕР РАО ЕЭС"" договор №11/11 от 12.10.2009"
452;396;2022-04-02;2835889;Аванс на приобретение материалов по договору №181/09 от 22.10.2009
453;193;2022-04-03;20757479;Аванс на приобретение материалов по договору №175/09 от 11.09.2009
454;381;2022-04-04;13415679;Аванс на приобретение материалов по договору №169/09 от 21.10.2009
455;36;2022-04-05;5845779;Локальная смета №02-17 (монтаж трубопровода обогрева розетты). Компенсация стоимости потребленного газа
456;369;2022-04-06;4054532;За работу по дог.№ 4337/09 от 13.10.09 (Экспертиза промышленной безопасности металлической дымовой трубы Н=150 м по адресу: СПб, п.Ольгино)
457;280;2022-01-02;17850761;Транспортные услуги по маршруту Иркутск-Улан-Удэ от 27/07/2009
458;107;2022-05-03;8570588;Услуги железной дороги и сторонних организаций
459;137;2022-04-04;19307002;Экспедиторское вознаграждение 40т
460;221;2022-04-08;7162670;"Ремонт ворот здание БНС ф-л ""Северо-Западная ТЭЦ"" ОАО ""ИНТЕР РАО ЕЭС"" договор №27/09 от 30.11.2009"
461;421;2022-04-01;6645507;Капитальный ремонт фасада главного корпуса ООО Ново-Рязанская ТЭЦ по дог.№18/НР от 01/10/09
462;165;2022-04-02;10963867;"Реконструкция градирни №3 ф-ла ОАО ""ТГК-4"" - ""Рязанская региональная генерация"" (дог.№175/09 от 11.09.09)"
463;426;2022-04-03;21878448;"Ремонт кровли мехмастерской ПП ""Дягилевской ТЭЦ"" (дог. №169/09 от 21.10.2009)"
464;409;2022-04-04;6361644;"Работы по ремонту кровли машинного зала 2 очереди ТЭЦ-15 филиала ""Невский"" ОАО ""ТГК-1"" по договору 25/09/24476 от 05.10.2009"
465;202;2022-04-05;9266037;"Работы по ремонту остекления теплицы Северной ТЭЦ (ТЭЦ-21) филиала ""Невский"" ОАО ""ТГК-1 по дог.№1211/25000 от 12.11.2009"
466;36;2022-04-06;9394157;"Работы по ремонту остекления и заделке стыков стеновых панелей главного корпуса ТЭЦ-21 ф-ла ""Невский"" ОАО ""ТГК-1"" по дог.№15/11/25100 от 15.11.2009"
467;121;2022-01-02;5682596;"Работы по ремонту водораспределительной системы градирни №2 Северной ТЭЦ ОАО ""ТГК-1"" по дог. №27/09/25531 от 27.11.2009"
468;407;2022-05-03;8998405;"Работы по ремонту с устройством сетчатого ограждения фонаря глав.корпуса Северной ТЭЦ ОАО ""ТГК-1"" по дог.№28/09/25602 от 27.11.2009"
469;219;2022-04-04;5024613;"Работы по плановому обследованию железобетонной дымовой трубы (Н=180 м) №2 Северной ТЭЦ (ТЭЦ-21) ф-ла ""Невский"" ОАО ""ТГК-1"" по дог,№ 4/12/25691 от 04.12.2009"
470;318;2022-04-08;1184095;Работы по ремонту наружных стен главного корпуса 3 очереди Дягилевской ТЭЦ по дог.№ 181/09 от 22.10.2009
471;429;2022-04-01;6816776;Транспортные услуги с 08.12 по 10.12.09 по договору №53 от 08.12.09
472;44;2022-04-02;11416833;Транспортные услуги с 11.12 по 21.12.09 по договору №53 от 08.12.09
473;362;2022-04-03;22621826;Услуги по получению выписки из ЕГРЮЛ по договору №8292 от 23.12.2009
474;292;2022-04-04;4571097;"Замена водоуловителя градирни №1 ""Северо-Западная ТЭЦ"" ОАО ""ИНТЕР РАО ЕЭС"" (дог.№ 11-09 С от 25.11.2009)"
475;30;2022-04-05;21239332;Капитальный ремонт основного корпуса ООО Ново-Рязанская ТЭЦ с заменой водостоков по дог.№19/НР от 09.11.2009
476;259;2022-04-06;4428738;"Капитальный ремонт наклонного хода станции ""Площадь Ленина-2"" в части ремонта опорных конструкций по договору №28/09 от 15.12.2009"
477;362;2022-01-02;3588107;Образовательные услуги по дог.№05 от 14.12.2009
478;197;2022-05-03;22495112;"СМР на объекте: ""ЛЭП-10 кВ, КТП-51, ТП-68-КТП-51 ф.24 на Ленинградском шоссе в г.Выборг ЛО"" по дог.№15_Северное_РСО от 05.12.2013г."
479;264;2022-04-04;1261318;"Аванс по договору №118/09-11 от 01.05.2015 Выполнение строительно-монтажных работ по объектам энергоблока №4 Ростовской АЭС: ""Башенная испарительная градирня"""
480;67;2022-04-08;22795353;Услуги по получению атомной лицензии
481;52;2022-04-01;11338708;Оказание услуг по изучению и анализу документов, консультационная поддержка по дог.№4697-СПб-КСРОАС от 03.12.2009
482;287;2022-04-02;21222916;Оплата за выполненные работы по договору №181/09 от 22.10.2009
483;350;2022-04-03;16938014;Оказание услуг по техническому обслуживанию интернет-сайта www.sevrso.ru
484;319;2022-04-04;20049615;Аванс на закупку МТР по договору №06/10 от 01.03.2010
485;425;2022-04-05;11106110;Покраска колонн цеха №1 Установки АВТ-3 и Здания котельной цеха №12 ЗАО «РНПК» дог.1-9 от 01/09/2011
486;224;2022-04-06;11012440;Обучение производству работ методом промышленного альпинизма (канатный метод страховки)
487;249;2022-01-02;23987775;Программное обеспечение Microsoft Win Pro 7 32-bit Russian Disk Kit Microsoft Volume License DVD 5 MLF
488;162;2022-05-03;8924645;Права на использование Microsoft Windows Professional 7 Russian OPEN No Level Legalization Get Genuine Promo
489;265;2022-04-04;1947445;Оказание услуг по организации проведения добровольной сертификации объекта на предмет его соответствия требованиям и стандартам серии ОНSAS 18001 по дог.№5184-СПб-СИ от 22.01.2010
490;82;2022-04-08;10088164;Оказание услуг, связанных с организацией и проведением инспекционного контроля сертифицированного объекта на предмет его соответствия требованиям и стандартам серии ИСО по дог.№5440-СПб-ИКИСРО от 16.02.2010
491;298;2022-04-01;21129903;"Услуги по повышению квалификации сотрудников по специальности ""Строительство, реконструкция и капитальный ремонт объектов капитального строительства"" по дог.№3483-СПб-ПКСТР от 06.08.2009"
492;354;2022-04-02;5375396;Услуги по финансовой аренде (лизингу) за август 2013 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
493;307;2022-04-03;2999362;Услуги по финансовой аренде (лизингу) за август 2013 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
494;391;2022-04-04;22175777;Услуги по финансовой аренде (лизингу) за август 2013 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
495;417;2022-04-05;10175898;Услуги по получению выписки из ЕГРЮЛ по договору №13141 от 29.10.2013
496;40;2022-04-06;1876346;Работы по ремонту автомобиля FORD TRANSIT по акту выполненных работ  №738190 от 05.08.14
497;413;2022-01-02;10793275;Слесарные работы и запчасти для ремонта
498;257;2022-05-03;21747059;Оказание услуг, связанных с организацией и проведением инспекционного контроля сертифицированного объекта на предмет его соответствия требованиям и стандартам серии ИСО по дог.№9509-СПб2-ИКСИ от 11.01.2011
499;16;2022-04-04;16386052;"Демонтажные работы на объекте ""Здание школы по адресу: Ленинградская обл., Выборгский р-н, п.Рощино, ул.Железнодорожная д.57"" по договору №1_СМР_северное РСО от 24.09.2010"
500;41;2022-04-08;18791237;"Работы по ремонту кровли и помещений Правобережной ТЭЦ филиала ""Невский"" ОАО ""ТГК-1"" по доп.согл.№1 от 01.08.2010 к дог.№09/10/32449 от 07.06.2010"
501;63;2022-04-01;9731057;Выполнение  работ по договору №665 от 12.08.2013 по монтажу металлоконструкций круговых площадок башенной испарительной градирни блока №3 РоАЭС
502;87;2022-04-02;9607933;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за февраль 2014г."
503;303;2022-04-03;10455393;Оказание услуг по предоставлению автотранспортных средств на объекте г. Гаджиево
504;89;2022-04-04;18693998;Оказание услуг Погрузчиком-Экскаватором марки JCB 3СХ за апрель 2013
505;149;2022-04-05;9050199;Оказание услуг краном-манипулятором Samsung за апрель 2013
506;264;2022-04-06;6055889;Транспортные услуги за апрель 2013
507;40;2022-01-02;2700276;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за апрель 2014г."
508;16;2022-05-03;16055481;"Реконструкция девятиэтажного нежилого здания главного корпуса с двумя переходными мостами, дымососной и компрессорной ПП ""Курская ТЭЦ-1""(Ремонт наружных стен главного корпуса турбинного цеха акт №7 от 30/12/2011) по договору №46.1.2709 от 25.05.2011"
